REPORTING_PERIOD,MEASURE_TYPE,MEASURE,CODE,CODE_DESCRIPTION,MEASURE_VALUE
2324,Activity by Treatment Function,Attended first appointment,343,Adult Cystic Fibrosis,469
2324,Activity by Treatment Function,Attended first appointment,344,Complex Specialised Rehabilitation Service,434
2324,Activity by Treatment Function,Attended first appointment,345,Specialist Rehabilitation Service,2190
2324,Activity by Treatment Function,Attended first appointment,346,Local Specialist Rehabilitation Service,242
2324,Activity by Treatment Function,Attended first appointment,347,Sleep Medicine Service,14149
2324,Activity by Treatment Function,Attended first appointment,348,Post-COVID-19 Syndrome Service,2020
2324,Activity by Treatment Function,Attended first appointment,350,Infectious Diseases,38202
2324,Activity by Treatment Function,Attended first appointment,352,Tropical Medicine,3149
2324,Activity by Treatment Function,Attended first appointment,360,Genitourinary Medicine,17548
2324,Activity by Treatment Function,Attended first appointment,361,Nephrology,104221
2324,Activity by Treatment Function,Attended first appointment,370,Medical Oncology,143129
2324,Activity by Treatment Function,Attended first appointment,371,Nuclear Medicine,18348
2324,Activity by Treatment Function,Attended first appointment,400,Neurology,401798
2324,Activity by Treatment Function,Attended first appointment,401,Clinical Neuro-physiology,223154
2324,Activity by Treatment Function,Attended first appointment,410,Rheumatology,338256
2324,Activity by Treatment Function,Attended first appointment,420,Paediatrics,823113
2324,Activity by Treatment Function,Attended first appointment,421,Paediatric Neurology,22875
2324,Activity by Treatment Function,Attended first appointment,422,Neonatology,29832
2324,Activity by Treatment Function,Attended first appointment,424,Well Babies,8423
2324,Activity by Treatment Function,Attended first appointment,430,Geriatric Medicine,124830
2324,Activity by Treatment Function,Attended first appointment,431,Orthogeriatric Medicine Service,105
2324,Activity by Treatment Function,Attended first appointment,450,Dental Medicine Specialties,23583
2324,Activity by Treatment Function,Attended first appointment,451,Special Care Dentistry Service,2245
2324,Activity by Treatment Function,Attended first appointment,460,Medical Ophthalmology,23361
2324,Activity by Treatment Function,Attended first appointment,461,Ophthalmic and Vision Science Service,1579
2324,Activity by Treatment Function,Attended first appointment,499,"Non-UK Provider; specialty function not known, treatment mainly medical",1
2324,Activity by Treatment Function,Attended first appointment,501,Obstetrics,848703
2324,Activity by Treatment Function,Attended first appointment,502,Gynaecology,1580772
2324,Activity by Treatment Function,Attended first appointment,503,Gynaecological Oncology,111682
2324,Activity by Treatment Function,Attended first appointment,505,Fetal Medicine Service,19784
2324,Activity by Treatment Function,Attended first appointment,560,Midwife episode,660803
2324,Activity by Treatment Function,Attended first appointment,650,Physiotherapy,1225716
2324,Activity by Treatment Function,Attended first appointment,651,Occupational Therapy,148511
2324,Activity by Treatment Function,Attended first appointment,652,Speech and Language Therapy,37899
2324,Activity by Treatment Function,Attended first appointment,653,Podiatry,74541
2324,Activity by Treatment Function,Attended first appointment,654,Dietetics,96136
2324,Activity by Treatment Function,Attended first appointment,655,Orthoptics,115419
2324,Activity by Treatment Function,Attended first appointment,656,Clinical Psychology,25134
2324,Activity by Treatment Function,Attended first appointment,657,Prosthetics,1827
2324,Activity by Treatment Function,Attended first appointment,658,Orthotics,103469
2324,Activity by Treatment Function,Attended first appointment,659,Dramatherapy,2
2324,Activity by Treatment Function,Attended first appointment,661,Music Therapy,151
2324,Activity by Treatment Function,Attended first appointment,662,Optometry,28257
2324,Activity by Treatment Function,Attended first appointment,663,Podiatric Surgery,7923
2324,Activity by Treatment Function,Attended first appointment,670,Urological Physiology Service,747
2324,Activity by Treatment Function,Attended first appointment,673,Vascular Physiology Service,3
2324,Activity by Treatment Function,Attended first appointment,675,Cardiac Physiology Service,43321
2324,Activity by Treatment Function,Attended first appointment,677,Gastrointestinal Physiology Service,3343
2324,Activity by Treatment Function,Attended first appointment,700,Learning Disability (previously MH),6310
2324,Activity by Treatment Function,Attended first appointment,710,Adult Mental Illness,135157
2324,Activity by Treatment Function,Attended first appointment,711,Child & Adolescent Psychiatry,65320
2324,Activity by Treatment Function,Attended first appointment,712,Forensic Psychiatry,2064
2324,Activity by Treatment Function,Attended first appointment,713,Psychotherapy,2637
2324,Activity by Treatment Function,Attended first appointment,715,Old Age Psychiatry,34882
2324,Activity by Treatment Function,Attended first appointment,720,Eating Disorders,2546
2324,Activity by Treatment Function,Attended first appointment,721,Addiction Services,141
2324,Activity by Treatment Function,Attended first appointment,722,Liaison Psychiatry,4104
2324,Activity by Treatment Function,Attended first appointment,723,Psychiatric Intensive Care,1
2324,Activity by Treatment Function,Attended first appointment,724,Perinatal Psychiatry,979
2324,Activity by Treatment Function,Attended first appointment,725,Mental Health Recovery and Rehabilitation Service,48
2324,Activity by Treatment Function,Attended first appointment,726,Mental Health Dual Diagnosis Service,1
2324,Activity by Treatment Function,Attended first appointment,727,Dementia Assessment Service,1867
2324,Activity by Treatment Function,Attended first appointment,730,Neuropsychiatry Service,527
2324,Activity by Treatment Function,Attended first appointment,800,Clinical Oncology (previously Radiotherapy),285277
2324,Activity by Treatment Function,Attended first appointment,811,Interventional Radiology,77414
2324,Activity by Treatment Function,Attended first appointment,812,Diagnostic Imaging,3521258
2324,Activity by Treatment Function,Attended first appointment,822,Chemical Pathology,19145
2324,Activity by Treatment Function,Attended first appointment,834,Medical Virology,525
2324,Activity by Treatment Function,Attended first appointment,840,Audiology,734043
2324,Activity by Treatment Function,Attended first appointment,920,Diabetic Education Service,1312
2324,Activity by Treatment Function,Attended first appointment,990,Retired,813
2324,Activity by Treatment Function,Attended first appointment,&,Not Known,75913
2324,Activity by Treatment Function,Attended first appointment,All,All,29521220
2324,Activity by Treatment Function,Attended first tele consultation,100,General Surgery,143186
2324,Activity by Treatment Function,Attended first tele consultation,101,Urology,192256
2324,Activity by Treatment Function,Attended first tele consultation,102,Transplantation Surgery,598
2324,Activity by Treatment Function,Attended first tele consultation,103,Breast Surgery,20000
2324,Activity by Treatment Function,Attended first tele consultation,104,Colorectal Surgery,245593
2324,Activity by Treatment Function,Attended first tele consultation,105,Hepatobiliary & Pancreatic Surgery,4946
2324,Activity by Treatment Function,Attended first tele consultation,106,Upper Gastrointestinal Surgery,21403
2324,Activity by Treatment Function,Attended first tele consultation,107,Vascular Surgery,18277
2324,Activity by Treatment Function,Attended first tele consultation,108,Spinal Surgery Service,9764
2324,Activity by Treatment Function,Attended first tele consultation,109,Bariatric Surgery Service,3122
2324,Activity by Treatment Function,Attended first tele consultation,110,Trauma & Orthopaedics,547159
2324,Activity by Treatment Function,Attended first tele consultation,111,Orthopaedic Service,367
2324,Activity by Treatment Function,Attended first tele consultation,113,Endocrine Surgery Service,221
2324,Activity by Treatment Function,Attended first tele consultation,115,Trauma Surgery Service,306
2324,Activity by Treatment Function,Attended first tele consultation,120,"Ear, Nose & Throat (ENT)",60495
2324,Activity by Treatment Function,Attended first tele consultation,130,Ophthalmology,160469
2324,Activity by Treatment Function,Attended first tele consultation,140,Oral Surgery,8768
2324,Activity by Treatment Function,Attended first tele consultation,141,Restorative Dentistry,5742
2324,Activity by Treatment Function,Attended first tele consultation,142,Paediatric Dentistry,3624
2324,Activity by Treatment Function,Attended first tele consultation,143,Orthodontics,478
2324,Activity by Treatment Function,Attended first tele consultation,144,Maxillo Facial Surgery,6048
2324,Activity by Treatment Function,Attended first tele consultation,145,Oral and Maxillofacial Surgery Service,1013
2324,Activity by Treatment Function,Attended first tele consultation,150,Neurosurgery,37848
2324,Activity by Treatment Function,Attended first tele consultation,160,Plastic Surgery,23546
2324,Activity by Treatment Function,Attended first tele consultation,161,Burns Care,1065
2324,Activity by Treatment Function,Attended first tele consultation,170,Cardiothoracic Surgery,1609
2324,Activity by Treatment Function,Attended first tele consultation,171,Paediatric Surgery,9121
2324,Activity by Treatment Function,Attended first tele consultation,172,Cardiac Surgery,2473
2324,Activity by Treatment Function,Attended first tele consultation,173,Thoracic Surgery,6127
2324,Activity by Treatment Function,Attended first tele consultation,174,Cardiothoracic Transplantation,82
2324,Activity by Treatment Function,Attended first tele consultation,180,Accident & Emergency (A&E),4256
2324,Activity by Treatment Function,Attended first tele consultation,190,Anaesthetics,98782
2324,Activity by Treatment Function,Attended first tele consultation,191,Pain Management,58780
2324,Activity by Treatment Function,Attended first tele consultation,192,Critical Care Medicine,3588
2324,Activity by Treatment Function,Attended first tele consultation,211,Paediatric Urology,3038
2324,Activity by Treatment Function,Attended first tele consultation,213,Paediatric Gastrointestinal Surgery,4
2324,Activity by Treatment Function,Attended first tele consultation,214,Paediatric Trauma and Orthopaedics,32589
2324,Activity by Treatment Function,Attended first tele consultation,215,Paediatric Ear Nose and Throat,3327
2324,Activity by Treatment Function,Attended first tele consultation,216,Paediatric Ophthalmology,5338
2324,Activity by Treatment Function,Attended first tele consultation,217,Paediatric Maxillo-facial Surgery,163
2324,Activity by Treatment Function,Attended first tele consultation,218,Paediatric Neurosurgery,604
2324,Activity by Treatment Function,Attended first tele consultation,219,Paediatric Plastic Surgery,4113
2324,Activity by Treatment Function,Attended first tele consultation,220,Paediatric Burns Care,179
2324,Activity by Treatment Function,Attended first tele consultation,221,Paediatric Cardiac Surgery,178
2324,Activity by Treatment Function,Attended first tele consultation,222,Paediatric Thoracic Surgery,4
2324,Activity by Treatment Function,Attended first tele consultation,223,Paediatric Epilepsy,983
2324,Activity by Treatment Function,Attended first tele consultation,240,Paediatric Palliative Medicine Service,19
2324,Activity by Treatment Function,Attended first tele consultation,241,Paediatric Pain Management,132
2324,Activity by Treatment Function,Attended first tele consultation,242,Paediatric Intensive Care,21
2324,Activity by Treatment Function,Attended first tele consultation,251,Paediatric Gastroenterology,3017
2324,Activity by Treatment Function,Attended first tele consultation,252,Paediatric Endocrinology,1255
2324,Activity by Treatment Function,Attended first tele consultation,253,Paediatric Clinical Haematology,1297
2324,Activity by Treatment Function,Attended first tele consultation,254,Paediatric Audiological Medicine,416
2324,Activity by Treatment Function,Attended first tele consultation,255,Paediatric Clinical Immunology and Allergy,5353
2324,Activity by Treatment Function,Attended first tele consultation,256,Paediatric Infectious Diseases,203
2324,Activity by Treatment Function,Attended first tele consultation,257,Paediatric Dermatology,3156
2324,Activity by Treatment Function,Attended first tele consultation,258,Paediatric Respiratory Medicine,3024
2324,Activity by Treatment Function,Attended first tele consultation,259,Paediatric Nephrology,849
2324,Activity by Treatment Function,Attended first tele consultation,260,Paediatric Medical Oncology,945
2324,Activity by Treatment Function,Attended first tele consultation,261,Paediatric Metabolic Disease,271
2324,Activity by Treatment Function,Attended first tele consultation,262,Paediatric Rheumatology,545
2324,Activity by Treatment Function,Attended first tele consultation,263,Paediatric Diabetic Medicine,532
2324,Activity by Treatment Function,Attended first tele consultation,264,Paediatric Cystic Fibrosis,60
2324,Activity by Treatment Function,Attended first tele consultation,280,Paediatric Interventional Radiology,1
2324,Activity by Treatment Function,Attended first tele consultation,290,Community Paediatrics,22308
2324,Activity by Treatment Function,Attended first tele consultation,291,Paediatric Neuro-disability,2530
2324,Activity by Treatment Function,Attended first tele consultation,300,General Medicine,95727
2324,Activity by Treatment Function,Attended first tele consultation,301,Gastroenterology,404818
2324,Activity by Treatment Function,Attended first tele consultation,302,Endocrinology,59677
2324,Activity by Treatment Function,Attended first tele consultation,303,Clinical Haematology,79489
2324,Activity by Treatment Function,Attended first tele consultation,304,Clinical Physiology,887
2324,Activity by Treatment Function,Attended first tele consultation,305,Clinical Pharmacology,1281
2324,Activity by Treatment Function,Attended first tele consultation,306,Hepatology,23214
2324,Activity by Treatment Function,Attended first tele consultation,307,Diabetic Medicine,50174
2324,Activity by Treatment Function,Attended first tele consultation,308,Bone & Marrow Transplantation,162
2324,Activity by Treatment Function,Attended first tele consultation,309,Haemophilia,1228
2324,Activity by Treatment Function,Attended first tele consultation,310,Audiological Medicine,4810
2324,Activity by Treatment Function,Attended first tele consultation,311,Clinical Genetics,28389
2324,Activity by Treatment Function,Attended first tele consultation,313,Clinical Immunology & Allergy,4580
2324,Activity by Treatment Function,Attended first tele consultation,314,Rehabilitation,15324
2324,Activity by Treatment Function,Attended first tele consultation,315,Palliative Medicine,8365
2324,Activity by Treatment Function,Attended first tele consultation,316,Clinical Immunology,2972
2324,Activity by Treatment Function,Attended first tele consultation,317,Allergy,8272
2324,Activity by Treatment Function,Attended first tele consultation,318,Intermediate Care,22108
2324,Activity by Treatment Function,Attended first tele consultation,320,Cardiology,289713
2324,Activity by Treatment Function,Attended first tele consultation,321,Paediatric Cardiology,1767
2324,Activity by Treatment Function,Attended first tele consultation,322,Clinical Microbiology,79
2324,Activity by Treatment Function,Attended first tele consultation,323,Spinal Injuries,763
2324,Activity by Treatment Function,Attended first tele consultation,324,Anticoagulant Service,28228
2324,Activity by Treatment Function,Attended first tele consultation,325,Sport & Exercise Medicine,45
2324,Activity by Treatment Function,Attended first tele consultation,326,Acute Internal Medicine Service,15303
2324,Activity by Treatment Function,Attended first tele consultation,327,Cardiac Rehabilitation,12827
2324,Activity by Treatment Function,Attended first tele consultation,328,Stroke Medicine,19753
2324,Activity by Treatment Function,Attended first tele consultation,329,Transient Ischaemic Attack,21472
2324,Activity by Treatment Function,Attended first tele consultation,330,Dermatology,105345
2324,Activity by Treatment Function,Attended first tele consultation,331,Congenital Heart Disease Service ,2652
2324,Activity by Treatment Function,Attended first tele consultation,335,Inherited Metabolic Medicine Service,84
2324,Activity by Treatment Function,Attended first tele consultation,340,Respiratory Medicine (Thoracic Medicine),191676
2324,Activity by Treatment Function,Attended first tele consultation,341,Respiratory Physiology,27155
2324,Activity by Treatment Function,Attended first tele consultation,342,Programmed Pulmonary Rehabilitation,3712
2324,Activity by Treatment Function,Attended first tele consultation,343,Adult Cystic Fibrosis,395
2324,Activity by Treatment Function,Attended first tele consultation,344,Complex Specialised Rehabilitation Service,122
2324,Activity by Treatment Function,Attended first tele consultation,345,Specialist Rehabilitation Service,930
2324,Activity by Treatment Function,Attended first tele consultation,346,Local Specialist Rehabilitation Service,9
2324,Activity by Treatment Function,Attended first tele consultation,347,Sleep Medicine Service,5177
2324,Activity by Treatment Function,Attended first tele consultation,348,Post-COVID-19 Syndrome Service,1335
2324,Activity by Treatment Function,Attended first tele consultation,350,Infectious Diseases,11157
2324,Activity by Treatment Function,Attended first tele consultation,352,Tropical Medicine,1597
2324,Activity by Treatment Function,Attended first tele consultation,360,Genitourinary Medicine,1634
2324,Activity by Treatment Function,Attended first tele consultation,361,Nephrology,18425
2324,Activity by Treatment Function,Attended first tele consultation,370,Medical Oncology,37025
2324,Activity by Treatment Function,Attended first tele consultation,371,Nuclear Medicine,602
2324,Activity by Treatment Function,Attended first tele consultation,400,Neurology,111542
2324,Activity by Treatment Function,Attended first tele consultation,401,Clinical Neuro-physiology,3095
2324,Activity by Treatment Function,Attended first tele consultation,410,Rheumatology,51065
2324,Activity by Treatment Function,Attended first tele consultation,420,Paediatrics,62605
2324,Activity by Treatment Function,Attended first tele consultation,421,Paediatric Neurology,2100
2324,Activity by Treatment Function,Attended first tele consultation,422,Neonatology,3823
2324,Activity by Treatment Function,Attended first tele consultation,424,Well Babies,47
2324,Activity by Treatment Function,Attended first tele consultation,430,Geriatric Medicine,28889
2324,Activity by Treatment Function,Attended first tele consultation,431,Orthogeriatric Medicine Service,12
2324,Activity by Treatment Function,Attended first tele consultation,450,Dental Medicine Specialties,678
2324,Activity by Treatment Function,Attended first tele consultation,451,Special Care Dentistry Service,72
2324,Activity by Treatment Function,Attended first tele consultation,460,Medical Ophthalmology,92
2324,Activity by Treatment Function,Attended first tele consultation,461,Ophthalmic and Vision Science Service,2
2324,Activity by Treatment Function,Attended first tele consultation,501,Obstetrics,66328
2324,Activity by Treatment Function,Attended first tele consultation,502,Gynaecology,193873
2324,Activity by Treatment Function,Attended first tele consultation,503,Gynaecological Oncology,7453
2324,Activity by Treatment Function,Attended first tele consultation,505,Fetal Medicine Service,66
2324,Activity by Treatment Function,Attended first tele consultation,560,Midwife episode,38871
2324,Activity by Treatment Function,Attended first tele consultation,650,Physiotherapy,134909
2324,Activity by Treatment Function,Attended first tele consultation,651,Occupational Therapy,25981
2324,Activity by Treatment Function,Attended first tele consultation,652,Speech and Language Therapy,14248
2324,Activity by Treatment Function,Attended first tele consultation,653,Podiatry,6671
2324,Activity by Treatment Function,Attended first tele consultation,654,Dietetics,109751
2324,Activity by Treatment Function,Attended first tele consultation,655,Orthoptics,5114
2324,Activity by Treatment Function,Attended first tele consultation,656,Clinical Psychology,12072
2324,Activity by Treatment Function,Attended first tele consultation,657,Prosthetics,803
2324,Activity by Treatment Function,Attended first tele consultation,658,Orthotics,2242
2324,Activity by Treatment Function,Attended first tele consultation,660,Art Therapy,1
2324,Activity by Treatment Function,Attended first tele consultation,661,Music Therapy,6
2324,Activity by Treatment Function,Attended first tele consultation,662,Optometry,348
2324,Activity by Treatment Function,Attended first tele consultation,663,Podiatric Surgery,1555
2324,Activity by Treatment Function,Attended first tele consultation,670,Urological Physiology Service,175
2324,Activity by Treatment Function,Attended first tele consultation,675,Cardiac Physiology Service,180
2324,Activity by Treatment Function,Attended first tele consultation,677,Gastrointestinal Physiology Service,297
2324,Activity by Treatment Function,Attended first tele consultation,700,Learning Disability (previously MH),1896
2324,Activity by Treatment Function,Attended first tele consultation,710,Adult Mental Illness,36328
2324,Activity by Treatment Function,Attended first tele consultation,711,Child & Adolescent Psychiatry,25429
2324,Activity by Treatment Function,Attended first tele consultation,712,Forensic Psychiatry,346
2324,Activity by Treatment Function,Attended first tele consultation,713,Psychotherapy,2734
2324,Activity by Treatment Function,Attended first tele consultation,715,Old Age Psychiatry,4716
2324,Activity by Treatment Function,Attended first tele consultation,720,Eating Disorders,58
2324,Activity by Treatment Function,Attended first tele consultation,721,Addiction Services,12
2324,Activity by Treatment Function,Attended first tele consultation,722,Liaison Psychiatry,822
2324,Activity by Treatment Function,Attended first tele consultation,723,Psychiatric Intensive Care,1
2324,Activity by Treatment Function,Attended first tele consultation,724,Perinatal Psychiatry,138
2324,Activity by Treatment Function,Attended first tele consultation,725,Mental Health Recovery and Rehabilitation Service,1
2324,Activity by Treatment Function,Attended first tele consultation,727,Dementia Assessment Service,86
2324,Activity by Treatment Function,Attended first tele consultation,730,Neuropsychiatry Service,818
2324,Activity by Treatment Function,Attended first tele consultation,800,Clinical Oncology (previously Radiotherapy),49468
2324,Activity by Treatment Function,Attended first tele consultation,811,Interventional Radiology,6219
2324,Activity by Treatment Function,Attended first tele consultation,812,Diagnostic Imaging,5714
2324,Activity by Treatment Function,Attended first tele consultation,822,Chemical Pathology,9869
2324,Activity by Treatment Function,Attended first tele consultation,834,Medical Virology,539
2324,Activity by Treatment Function,Attended first tele consultation,840,Audiology,24238
2324,Activity by Treatment Function,Attended first tele consultation,920,Diabetic Education Service,57
2324,Activity by Treatment Function,Attended first tele consultation,990,Retired,112
2324,Activity by Treatment Function,Attended first tele consultation,&,Not Known,11094
2324,Activity by Treatment Function,Attended first tele consultation,All,All,4473686
2324,Activity by Treatment Function,Attended subsequent appointment,100,General Surgery,866834
2324,Activity by Treatment Function,Attended subsequent appointment,101,Urology,1345613
2324,Activity by Treatment Function,Attended subsequent appointment,102,Transplantation Surgery,80437
2324,Activity by Treatment Function,Attended subsequent appointment,103,Breast Surgery,619587
2324,Activity by Treatment Function,Attended subsequent appointment,104,Colorectal Surgery,336893
2324,Activity by Treatment Function,Attended subsequent appointment,105,Hepatobiliary & Pancreatic Surgery,33724
2324,Activity by Treatment Function,Attended subsequent appointment,106,Upper Gastrointestinal Surgery,76993
2324,Activity by Treatment Function,Attended subsequent appointment,107,Vascular Surgery,236274
2324,Activity by Treatment Function,Attended subsequent appointment,108,Spinal Surgery Service,152759
2324,Activity by Treatment Function,Attended subsequent appointment,109,Bariatric Surgery Service,14722
2324,Activity by Treatment Function,Attended subsequent appointment,110,Trauma & Orthopaedics,3999982
2324,Activity by Treatment Function,Attended subsequent appointment,111,Orthopaedic Service,40038
2324,Activity by Treatment Function,Attended subsequent appointment,113,Endocrine Surgery Service,3101
2324,Activity by Treatment Function,Attended subsequent appointment,115,Trauma Surgery Service,17728
2324,Activity by Treatment Function,Attended subsequent appointment,120,"Ear, Nose & Throat (ENT)",1263679
2324,Activity by Treatment Function,Attended subsequent appointment,130,Ophthalmology,6106132
2324,Activity by Treatment Function,Attended subsequent appointment,140,Oral Surgery,355528
2324,Activity by Treatment Function,Attended subsequent appointment,141,Restorative Dentistry,278280
2324,Activity by Treatment Function,Attended subsequent appointment,142,Paediatric Dentistry,65545
2324,Activity by Treatment Function,Attended subsequent appointment,143,Orthodontics,567905
2324,Activity by Treatment Function,Attended subsequent appointment,144,Maxillo Facial Surgery,259375
2324,Activity by Treatment Function,Attended subsequent appointment,145,Oral and Maxillofacial Surgery Service,63643
2324,Activity by Treatment Function,Attended subsequent appointment,150,Neurosurgery,148646
2324,Activity by Treatment Function,Attended subsequent appointment,160,Plastic Surgery,629573
2324,Activity by Treatment Function,Attended subsequent appointment,161,Burns Care,38139
2324,Activity by Treatment Function,Attended subsequent appointment,170,Cardiothoracic Surgery,17767
2324,Activity by Treatment Function,Attended subsequent appointment,171,Paediatric Surgery,52164
2324,Activity by Treatment Function,Attended subsequent appointment,172,Cardiac Surgery,38374
2324,Activity by Treatment Function,Attended subsequent appointment,173,Thoracic Surgery,38138
2324,Activity by Treatment Function,Attended subsequent appointment,174,Cardiothoracic Transplantation,12373
2324,Activity by Treatment Function,Attended subsequent appointment,180,Accident & Emergency (A&E),29520
2324,Activity by Treatment Function,Attended subsequent appointment,190,Anaesthetics,506714
2324,Activity by Treatment Function,Attended subsequent appointment,191,Pain Management,262434
2324,Activity by Treatment Function,Attended subsequent appointment,192,Critical Care Medicine,4251
2324,Activity by Treatment Function,Attended subsequent appointment,211,Paediatric Urology,33311
2324,Activity by Treatment Function,Attended subsequent appointment,212,Paediatric Transplantation Surgery,919
2324,Activity by Treatment Function,Attended subsequent appointment,213,Paediatric Gastrointestinal Surgery,40
2324,Activity by Treatment Function,Attended subsequent appointment,214,Paediatric Trauma and Orthopaedics,193873
2324,Activity by Treatment Function,Attended subsequent appointment,215,Paediatric Ear Nose and Throat,77093
2324,Activity by Treatment Function,Attended subsequent appointment,216,Paediatric Ophthalmology,260977
2324,Activity by Treatment Function,Attended subsequent appointment,217,Paediatric Maxillo-facial Surgery,13101
2324,Activity by Treatment Function,Attended subsequent appointment,218,Paediatric Neurosurgery,17391
2324,Activity by Treatment Function,Attended subsequent appointment,219,Paediatric Plastic Surgery,50001
2324,Activity by Treatment Function,Attended subsequent appointment,220,Paediatric Burns Care,28833
2324,Activity by Treatment Function,Attended subsequent appointment,221,Paediatric Cardiac Surgery,959
2324,Activity by Treatment Function,Attended subsequent appointment,222,Paediatric Thoracic Surgery,139
2324,Activity by Treatment Function,Attended subsequent appointment,223,Paediatric Epilepsy,28813
2324,Activity by Treatment Function,Attended subsequent appointment,230,Paediatric Clinical Pharmacology Service,1
2324,Activity by Treatment Function,Attended subsequent appointment,240,Paediatric Palliative Medicine Service,1448
2324,Activity by Treatment Function,Attended subsequent appointment,241,Paediatric Pain Management,1948
2324,Activity by Treatment Function,Attended subsequent appointment,242,Paediatric Intensive Care,2477
2324,Activity by Treatment Function,Attended subsequent appointment,250,Paediatric Hepatology Service,145
2324,Activity by Treatment Function,Attended subsequent appointment,251,Paediatric Gastroenterology,56761
2324,Activity by Treatment Function,Attended subsequent appointment,252,Paediatric Endocrinology,67256
2324,Activity by Treatment Function,Attended subsequent appointment,253,Paediatric Clinical Haematology,57419
2324,Activity by Treatment Function,Attended subsequent appointment,254,Paediatric Audiological Medicine,46323
2324,Activity by Treatment Function,Attended subsequent appointment,255,Paediatric Clinical Immunology and Allergy,41328
2324,Activity by Treatment Function,Attended subsequent appointment,256,Paediatric Infectious Diseases,4574
2324,Activity by Treatment Function,Attended subsequent appointment,257,Paediatric Dermatology,93250
2324,Activity by Treatment Function,Attended subsequent appointment,258,Paediatric Respiratory Medicine,83579
2324,Activity by Treatment Function,Attended subsequent appointment,259,Paediatric Nephrology,45065
2324,Activity by Treatment Function,Attended subsequent appointment,260,Paediatric Medical Oncology,60948
2324,Activity by Treatment Function,Attended subsequent appointment,261,Paediatric Metabolic Disease,9288
2324,Activity by Treatment Function,Attended subsequent appointment,262,Paediatric Rheumatology,34103
2324,Activity by Treatment Function,Attended subsequent appointment,263,Paediatric Diabetic Medicine,100468
2324,Activity by Treatment Function,Attended subsequent appointment,264,Paediatric Cystic Fibrosis,14415
2324,Activity by Treatment Function,Attended subsequent appointment,270,Paediatric Emergency Medicine Service,13
2324,Activity by Treatment Function,Attended subsequent appointment,280,Paediatric Interventional Radiology,855
2324,Activity by Treatment Function,Attended subsequent appointment,290,Community Paediatrics,257463
2324,Activity by Treatment Function,Attended subsequent appointment,291,Paediatric Neuro-disability,43944
2324,Activity by Treatment Function,Attended subsequent appointment,300,General Medicine,498753
2324,Activity by Treatment Function,Attended subsequent appointment,301,Gastroenterology,514121
2324,Activity by Treatment Function,Attended subsequent appointment,302,Endocrinology,300180
2324,Activity by Treatment Function,Attended subsequent appointment,303,Clinical Haematology,1072379
2324,Activity by Treatment Function,Attended subsequent appointment,304,Clinical Physiology,210270
2324,Activity by Treatment Function,Attended subsequent appointment,305,Clinical Pharmacology,3846
2324,Activity by Treatment Function,Attended subsequent appointment,306,Hepatology,222297
2324,Activity by Treatment Function,Attended subsequent appointment,307,Diabetic Medicine,642699
2324,Activity by Treatment Function,Attended subsequent appointment,308,Bone & Marrow Transplantation,26357
2324,Activity by Treatment Function,Attended subsequent appointment,309,Haemophilia,22642
2324,Activity by Treatment Function,Attended subsequent appointment,310,Audiological Medicine,214703
2324,Activity by Treatment Function,Attended subsequent appointment,311,Clinical Genetics,28171
2324,Activity by Treatment Function,Attended subsequent appointment,313,Clinical Immunology & Allergy,16937
2324,Activity by Treatment Function,Attended subsequent appointment,314,Rehabilitation,199857
2324,Activity by Treatment Function,Attended subsequent appointment,315,Palliative Medicine,66150
2324,Activity by Treatment Function,Attended subsequent appointment,316,Clinical Immunology,13044
2324,Activity by Treatment Function,Attended subsequent appointment,317,Allergy,34039
2324,Activity by Treatment Function,Attended subsequent appointment,318,Intermediate Care,688856
2324,Activity by Treatment Function,Attended subsequent appointment,319,Respite Care,2
2324,Activity by Treatment Function,Attended subsequent appointment,320,Cardiology,1553735
2324,Activity by Treatment Function,Attended subsequent appointment,321,Paediatric Cardiology,113707
2324,Activity by Treatment Function,Attended subsequent appointment,322,Clinical Microbiology,13420
2324,Activity by Treatment Function,Attended subsequent appointment,323,Spinal Injuries,10638
2324,Activity by Treatment Function,Attended subsequent appointment,324,Anticoagulant Service,513890
2324,Activity by Treatment Function,Attended subsequent appointment,325,Sport & Exercise Medicine,5786
2324,Activity by Treatment Function,Attended subsequent appointment,326,Acute Internal Medicine Service,19922
2324,Activity by Treatment Function,Attended subsequent appointment,327,Cardiac Rehabilitation,94979
2324,Activity by Treatment Function,Attended subsequent appointment,328,Stroke Medicine,27661
2324,Activity by Treatment Function,Attended subsequent appointment,329,Transient Ischaemic Attack,6325
2324,Activity by Treatment Function,Attended subsequent appointment,330,Dermatology,2103081
2324,Activity by Treatment Function,Attended subsequent appointment,331,Congenital Heart Disease Service ,31842
2324,Activity by Treatment Function,Attended subsequent appointment,335,Inherited Metabolic Medicine Service,1473
2324,Activity by Treatment Function,Attended subsequent appointment,340,Respiratory Medicine (Thoracic Medicine),966741
2324,Activity by Treatment Function,Attended subsequent appointment,341,Respiratory Physiology,252760
2324,Activity by Treatment Function,Attended subsequent appointment,342,Programmed Pulmonary Rehabilitation,39305
2324,Activity by Treatment Function,Attended subsequent appointment,343,Adult Cystic Fibrosis,14210
2324,Activity by Treatment Function,Attended subsequent appointment,344,Complex Specialised Rehabilitation Service,1258
2324,Activity by Treatment Function,Attended subsequent appointment,345,Specialist Rehabilitation Service,14321
