REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2324,First Attendances by Age and Gender,1-4 Female,502,Gynaecology,364
2324,First Attendances by Age and Gender,1-4 Female,560,Midwife episode,20
2324,First Attendances by Age and Gender,1-4 Female,600,General Medical Practice,161
2324,First Attendances by Age and Gender,1-4 Female,700,Learning Disability (previously MH),115
2324,First Attendances by Age and Gender,1-4 Female,710,Adult Mental Illness,34
2324,First Attendances by Age and Gender,1-4 Female,711,Child & Adolescent Psychiatry,243
2324,First Attendances by Age and Gender,1-4 Female,713,Psychotherapy,21
2324,First Attendances by Age and Gender,1-4 Female,800,Clinical Oncology (previously Radiotherapy),58
2324,First Attendances by Age and Gender,1-4 Female,810,Radiology,7011
2324,First Attendances by Age and Gender,1-4 Female,820,General Pathology,6
2324,First Attendances by Age and Gender,1-4 Female,822,Chemical Pathology,28
2324,First Attendances by Age and Gender,1-4 Female,823,Haematology,55
2324,First Attendances by Age and Gender,1-4 Female,830,Immunopathology,9
2324,First Attendances by Age and Gender,1-4 Female,834,Medical Virology,2
2324,First Attendances by Age and Gender,1-4 Female,900,Community Medicine,1020
2324,First Attendances by Age and Gender,1-4 Female,901,Occupational Medicine,53
2324,First Attendances by Age and Gender,1-4 Female,902,Community Health Services Dental,15
2324,First Attendances by Age and Gender,1-4 Female,903,Public Health Medicine,9
2324,First Attendances by Age and Gender,1-4 Female,950,Nursing episode,17764
2324,First Attendances by Age and Gender,1-4 Female,960,Allied Health Professional Episode,40345
2324,First Attendances by Age and Gender,1-4 Male,100,General Surgery,3093
2324,First Attendances by Age and Gender,1-4 Male,101,Urology,4723
2324,First Attendances by Age and Gender,1-4 Male,107,Vascular Surgery,14
2324,First Attendances by Age and Gender,1-4 Male,110,Trauma & Orthopaedics,28734
2324,First Attendances by Age and Gender,1-4 Male,120,"Ear, Nose & Throat (ENT)",41029
2324,First Attendances by Age and Gender,1-4 Male,130,Ophthalmology,35217
2324,First Attendances by Age and Gender,1-4 Male,140,Oral Surgery,1425
2324,First Attendances by Age and Gender,1-4 Male,141,Restorative Dentistry,59
2324,First Attendances by Age and Gender,1-4 Male,142,Paediatric Dentistry,2975
2324,First Attendances by Age and Gender,1-4 Male,143,Orthodontics,116
2324,First Attendances by Age and Gender,1-4 Male,145,Oral & Maxillo Facial Surgery,1416
2324,First Attendances by Age and Gender,1-4 Male,150,Neurosurgery,977
2324,First Attendances by Age and Gender,1-4 Male,160,Plastic Surgery,7032
2324,First Attendances by Age and Gender,1-4 Male,170,Cardiothoracic Surgery,715
2324,First Attendances by Age and Gender,1-4 Male,171,Paediatric Surgery,10627
2324,First Attendances by Age and Gender,1-4 Male,180,Accident & Emergency (A&E),5424
2324,First Attendances by Age and Gender,1-4 Male,190,Anaesthetics,1435
2324,First Attendances by Age and Gender,1-4 Male,192,Critical Care Medicine,41
2324,First Attendances by Age and Gender,1-4 Male,300,General Medicine,8516
2324,First Attendances by Age and Gender,1-4 Male,301,Gastroenterology,672
2324,First Attendances by Age and Gender,1-4 Male,302,Endocrinology,640
2324,First Attendances by Age and Gender,1-4 Male,303,Clinical Haematology,658
2324,First Attendances by Age and Gender,1-4 Male,304,Clinical Physiology,204
2324,First Attendances by Age and Gender,1-4 Male,310,Audiological Medicine,11297
2324,First Attendances by Age and Gender,1-4 Male,311,Clinical Genetics,2836
2324,First Attendances by Age and Gender,1-4 Male,313,Clinical Immunology & Allergy,697
2324,First Attendances by Age and Gender,1-4 Male,314,Rehabilitation,189
2324,First Attendances by Age and Gender,1-4 Male,315,Palliative Medicine,26
2324,First Attendances by Age and Gender,1-4 Male,317,Allergy,401
2324,First Attendances by Age and Gender,1-4 Male,320,Cardiology,1117
2324,First Attendances by Age and Gender,1-4 Male,321,Paediatric Cardiology,2791
2324,First Attendances by Age and Gender,1-4 Male,326,Acute Internal Medicine,13
2324,First Attendances by Age and Gender,1-4 Male,330,Dermatology,9565
2324,First Attendances by Age and Gender,1-4 Male,340,Respiratory Medicine (Thoracic Medicine),764
2324,First Attendances by Age and Gender,1-4 Male,350,Infectious Diseases,126
2324,First Attendances by Age and Gender,1-4 Male,360,Genitourinary Medicine,63
2324,First Attendances by Age and Gender,1-4 Male,361,Nephrology,331
2324,First Attendances by Age and Gender,1-4 Male,370,Medical Oncology,96
2324,First Attendances by Age and Gender,1-4 Male,371,Nuclear Medicine,65
2324,First Attendances by Age and Gender,1-4 Male,400,Neurology,852
2324,First Attendances by Age and Gender,1-4 Male,401,Clinical Neuro-physiology,2195
2324,First Attendances by Age and Gender,1-4 Male,410,Rheumatology,171
2324,First Attendances by Age and Gender,1-4 Male,420,Paediatrics,162015
2324,First Attendances by Age and Gender,1-4 Male,421,Paediatric Neurology,2073
2324,First Attendances by Age and Gender,1-4 Male,430,Geriatric Medicine,3
2324,First Attendances by Age and Gender,1-4 Male,450,Dental Medicine Specialties,183
2324,First Attendances by Age and Gender,1-4 Male,451,Special Care Dentistry,88
2324,First Attendances by Age and Gender,1-4 Male,460,Medical Ophthalmology,510
2324,First Attendances by Age and Gender,1-4 Male,501,Obstetrics,26
2324,First Attendances by Age and Gender,1-4 Male,502,Gynaecology,147
2324,First Attendances by Age and Gender,1-4 Male,560,Midwife episode,18
2324,First Attendances by Age and Gender,1-4 Male,600,General Medical Practice,208
2324,First Attendances by Age and Gender,1-4 Male,700,Learning Disability (previously MH),238
2324,First Attendances by Age and Gender,1-4 Male,710,Adult Mental Illness,30
2324,First Attendances by Age and Gender,1-4 Male,711,Child & Adolescent Psychiatry,470
2324,First Attendances by Age and Gender,1-4 Male,713,Psychotherapy,35
2324,First Attendances by Age and Gender,1-4 Male,800,Clinical Oncology (previously Radiotherapy),55
2324,First Attendances by Age and Gender,1-4 Male,810,Radiology,8591
2324,First Attendances by Age and Gender,1-4 Male,820,General Pathology,4
2324,First Attendances by Age and Gender,1-4 Male,822,Chemical Pathology,13
2324,First Attendances by Age and Gender,1-4 Male,823,Haematology,89
2324,First Attendances by Age and Gender,1-4 Male,824,Histopathology,1
2324,First Attendances by Age and Gender,1-4 Male,830,Immunopathology,10
2324,First Attendances by Age and Gender,1-4 Male,831,Medical Microbiology & Virology,1
2324,First Attendances by Age and Gender,1-4 Male,834,Medical Virology,1
2324,First Attendances by Age and Gender,1-4 Male,900,Community Medicine,1493
2324,First Attendances by Age and Gender,1-4 Male,901,Occupational Medicine,64
2324,First Attendances by Age and Gender,1-4 Male,902,Community Health Services Dental,27
2324,First Attendances by Age and Gender,1-4 Male,903,Public Health Medicine,10
2324,First Attendances by Age and Gender,1-4 Male,950,Nursing episode,23606
2324,First Attendances by Age and Gender,1-4 Male,960,Allied Health Professional Episode,54803
2324,First Attendances by Age and Gender,15 All Genders,100,General Surgery,2642
2324,First Attendances by Age and Gender,15 All Genders,101,Urology,1399
2324,First Attendances by Age and Gender,15 All Genders,107,Vascular Surgery,16
2324,First Attendances by Age and Gender,15 All Genders,110,Trauma & Orthopaedics,36342
2324,First Attendances by Age and Gender,15 All Genders,120,"Ear, Nose & Throat (ENT)",9568
2324,First Attendances by Age and Gender,15 All Genders,130,Ophthalmology,8966
2324,First Attendances by Age and Gender,15 All Genders,140,Oral Surgery,3810
2324,First Attendances by Age and Gender,15 All Genders,141,Restorative Dentistry,437
2324,First Attendances by Age and Gender,15 All Genders,142,Paediatric Dentistry,1302
2324,First Attendances by Age and Gender,15 All Genders,143,Orthodontics,5725
2324,First Attendances by Age and Gender,15 All Genders,145,Oral & Maxillo Facial Surgery,2825
2324,First Attendances by Age and Gender,15 All Genders,146,Endodontics,2
2324,First Attendances by Age and Gender,15 All Genders,147,Periodontics,3
2324,First Attendances by Age and Gender,15 All Genders,150,Neurosurgery,492
2324,First Attendances by Age and Gender,15 All Genders,160,Plastic Surgery,3799
2324,First Attendances by Age and Gender,15 All Genders,170,Cardiothoracic Surgery,243
2324,First Attendances by Age and Gender,15 All Genders,171,Paediatric Surgery,2898
2324,First Attendances by Age and Gender,15 All Genders,180,Accident & Emergency (A&E),1383
2324,First Attendances by Age and Gender,15 All Genders,190,Anaesthetics,795
2324,First Attendances by Age and Gender,15 All Genders,192,Critical Care Medicine,30
2324,First Attendances by Age and Gender,15 All Genders,300,General Medicine,1717
2324,First Attendances by Age and Gender,15 All Genders,301,Gastroenterology,666
2324,First Attendances by Age and Gender,15 All Genders,302,Endocrinology,574
2324,First Attendances by Age and Gender,15 All Genders,303,Clinical Haematology,344
2324,First Attendances by Age and Gender,15 All Genders,304,Clinical Physiology,308
2324,First Attendances by Age and Gender,15 All Genders,310,Audiological Medicine,1007
2324,First Attendances by Age and Gender,15 All Genders,311,Clinical Genetics,753
2324,First Attendances by Age and Gender,15 All Genders,313,Clinical Immunology & Allergy,175
2324,First Attendances by Age and Gender,15 All Genders,314,Rehabilitation,430
2324,First Attendances by Age and Gender,15 All Genders,315,Palliative Medicine,14
2324,First Attendances by Age and Gender,15 All Genders,317,Allergy,77
2324,First Attendances by Age and Gender,15 All Genders,320,Cardiology,2206
2324,First Attendances by Age and Gender,15 All Genders,321,Paediatric Cardiology,1645
2324,First Attendances by Age and Gender,15 All Genders,325,Sports & Exercise Medicine,58
2324,First Attendances by Age and Gender,15 All Genders,326,Acute Internal Medicine,18
2324,First Attendances by Age and Gender,15 All Genders,330,Dermatology,7852
2324,First Attendances by Age and Gender,15 All Genders,340,Respiratory Medicine (Thoracic Medicine),388
2324,First Attendances by Age and Gender,15 All Genders,350,Infectious Diseases,51
2324,First Attendances by Age and Gender,15 All Genders,360,Genitourinary Medicine,88
2324,First Attendances by Age and Gender,15 All Genders,361,Nephrology,245
2324,First Attendances by Age and Gender,15 All Genders,370,Medical Oncology,97
2324,First Attendances by Age and Gender,15 All Genders,371,Nuclear Medicine,14
2324,First Attendances by Age and Gender,15 All Genders,400,Neurology,493
2324,First Attendances by Age and Gender,15 All Genders,401,Clinical Neuro-physiology,1061
2324,First Attendances by Age and Gender,15 All Genders,410,Rheumatology,708
2324,First Attendances by Age and Gender,15 All Genders,420,Paediatrics,43098
2324,First Attendances by Age and Gender,15 All Genders,421,Paediatric Neurology,1046
2324,First Attendances by Age and Gender,15 All Genders,430,Geriatric Medicine,4
2324,First Attendances by Age and Gender,15 All Genders,450,Dental Medicine Specialties,246
2324,First Attendances by Age and Gender,15 All Genders,451,Special Care Dentistry,40
2324,First Attendances by Age and Gender,15 All Genders,460,Medical Ophthalmology,103
2324,First Attendances by Age and Gender,15 All Genders,501,Obstetrics,1040
2324,First Attendances by Age and Gender,15 All Genders,502,Gynaecology,2469
2324,First Attendances by Age and Gender,15 All Genders,504,Community Sexual & Reproductive Health,1
2324,First Attendances by Age and Gender,15 All Genders,560,Midwife episode,434
2324,First Attendances by Age and Gender,15 All Genders,600,General Medical Practice,104
2324,First Attendances by Age and Gender,15 All Genders,601,General Dental Practice,133
2324,First Attendances by Age and Gender,15 All Genders,700,Learning Disability (previously MH),104
2324,First Attendances by Age and Gender,15 All Genders,710,Adult Mental Illness,1258
2324,First Attendances by Age and Gender,15 All Genders,711,Child & Adolescent Psychiatry,7808
2324,First Attendances by Age and Gender,15 All Genders,712,Forensic Psychiatry,46
2324,First Attendances by Age and Gender,15 All Genders,713,Psychotherapy,56
2324,First Attendances by Age and Gender,15 All Genders,715,Old Age Psychiatry,19
2324,First Attendances by Age and Gender,15 All Genders,800,Clinical Oncology (previously Radiotherapy),25
2324,First Attendances by Age and Gender,15 All Genders,810,Radiology,10456
2324,First Attendances by Age and Gender,15 All Genders,820,General Pathology,2
2324,First Attendances by Age and Gender,15 All Genders,822,Chemical Pathology,11
2324,First Attendances by Age and Gender,15 All Genders,823,Haematology,70
2324,First Attendances by Age and Gender,15 All Genders,824,Histopathology,1
2324,First Attendances by Age and Gender,15 All Genders,830,Immunopathology,2
2324,First Attendances by Age and Gender,15 All Genders,831,Medical Microbiology & Virology,1
2324,First Attendances by Age and Gender,15 All Genders,900,Community Medicine,683
2324,First Attendances by Age and Gender,15 All Genders,901,Occupational Medicine,195
2324,First Attendances by Age and Gender,15 All Genders,902,Community Health Services Dental,15
2324,First Attendances by Age and Gender,15 All Genders,903,Public Health Medicine,14
2324,First Attendances by Age and Gender,15 All Genders,950,Nursing episode,7194
2324,First Attendances by Age and Gender,15 All Genders,960,Allied Health Professional Episode,24596
2324,First Attendances by Age and Gender,15 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),4
2324,First Attendances by Age and Gender,15 Female,100,General Surgery,1583
2324,First Attendances by Age and Gender,15 Female,101,Urology,197
2324,First Attendances by Age and Gender,15 Female,107,Vascular Surgery,7
2324,First Attendances by Age and Gender,15 Female,110,Trauma & Orthopaedics,11877
2324,First Attendances by Age and Gender,15 Female,120,"Ear, Nose & Throat (ENT)",4392
2324,First Attendances by Age and Gender,15 Female,130,Ophthalmology,4858
2324,First Attendances by Age and Gender,15 Female,140,Oral Surgery,2154
2324,First Attendances by Age and Gender,15 Female,141,Restorative Dentistry,224
2324,First Attendances by Age and Gender,15 Female,142,Paediatric Dentistry,643
2324,First Attendances by Age and Gender,15 Female,143,Orthodontics,3021
2324,First Attendances by Age and Gender,15 Female,145,Oral & Maxillo Facial Surgery,1499
2324,First Attendances by Age and Gender,15 Female,146,Endodontics,2
2324,First Attendances by Age and Gender,15 Female,147,Periodontics,3
2324,First Attendances by Age and Gender,15 Female,150,Neurosurgery,244
2324,First Attendances by Age and Gender,15 Female,160,Plastic Surgery,1351
2324,First Attendances by Age and Gender,15 Female,170,Cardiothoracic Surgery,56
2324,First Attendances by Age and Gender,15 Female,171,Paediatric Surgery,1001
2324,First Attendances by Age and Gender,15 Female,180,Accident & Emergency (A&E),639
2324,First Attendances by Age and Gender,15 Female,190,Anaesthetics,353
2324,First Attendances by Age and Gender,15 Female,192,Critical Care Medicine,15
2324,First Attendances by Age and Gender,15 Female,300,General Medicine,841
2324,First Attendances by Age and Gender,15 Female,301,Gastroenterology,340
2324,First Attendances by Age and Gender,15 Female,302,Endocrinology,292
2324,First Attendances by Age and Gender,15 Female,303,Clinical Haematology,193
2324,First Attendances by Age and Gender,15 Female,304,Clinical Physiology,171
2324,First Attendances by Age and Gender,15 Female,310,Audiological Medicine,567
2324,First Attendances by Age and Gender,15 Female,311,Clinical Genetics,289
2324,First Attendances by Age and Gender,15 Female,313,Clinical Immunology & Allergy,83
2324,First Attendances by Age and Gender,15 Female,314,Rehabilitation,172
2324,First Attendances by Age and Gender,15 Female,315,Palliative Medicine,7
2324,First Attendances by Age and Gender,15 Female,317,Allergy,42
2324,First Attendances by Age and Gender,15 Female,320,Cardiology,1189
2324,First Attendances by Age and Gender,15 Female,321,Paediatric Cardiology,773
2324,First Attendances by Age and Gender,15 Female,325,Sports & Exercise Medicine,34
2324,First Attendances by Age and Gender,15 Female,326,Acute Internal Medicine,7
2324,First Attendances by Age and Gender,15 Female,330,Dermatology,4086
2324,First Attendances by Age and Gender,15 Female,340,Respiratory Medicine (Thoracic Medicine),160
2324,First Attendances by Age and Gender,15 Female,350,Infectious Diseases,18
2324,First Attendances by Age and Gender,15 Female,360,Genitourinary Medicine,52
2324,First Attendances by Age and Gender,15 Female,361,Nephrology,102
2324,First Attendances by Age and Gender,15 Female,370,Medical Oncology,42
2324,First Attendances by Age and Gender,15 Female,371,Nuclear Medicine,8
2324,First Attendances by Age and Gender,15 Female,400,Neurology,276
2324,First Attendances by Age and Gender,15 Female,401,Clinical Neuro-physiology,555
2324,First Attendances by Age and Gender,15 Female,410,Rheumatology,476
2324,First Attendances by Age and Gender,15 Female,420,Paediatrics,23198
2324,First Attendances by Age and Gender,15 Female,421,Paediatric Neurology,571
2324,First Attendances by Age and Gender,15 Female,430,Geriatric Medicine,4
2324,First Attendances by Age and Gender,15 Female,450,Dental Medicine Specialties,156
2324,First Attendances by Age and Gender,15 Female,451,Special Care Dentistry,24
2324,First Attendances by Age and Gender,15 Female,460,Medical Ophthalmology,46
2324,First Attendances by Age and Gender,15 Female,501,Obstetrics,1034
2324,First Attendances by Age and Gender,15 Female,502,Gynaecology,2404
2324,First Attendances by Age and Gender,15 Female,504,Community Sexual & Reproductive Health,1
2324,First Attendances by Age and Gender,15 Female,560,Midwife episode,431
2324,First Attendances by Age and Gender,15 Female,600,General Medical Practice,48
2324,First Attendances by Age and Gender,15 Female,601,General Dental Practice,19
2324,First Attendances by Age and Gender,15 Female,700,Learning Disability (previously MH),54
2324,First Attendances by Age and Gender,15 Female,710,Adult Mental Illness,880
2324,First Attendances by Age and Gender,15 Female,711,Child & Adolescent Psychiatry,5141
2324,First Attendances by Age and Gender,15 Female,712,Forensic Psychiatry,18
2324,First Attendances by Age and Gender,15 Female,713,Psychotherapy,36
2324,First Attendances by Age and Gender,15 Female,715,Old Age Psychiatry,13
2324,First Attendances by Age and Gender,15 Female,800,Clinical Oncology (previously Radiotherapy),15
2324,First Attendances by Age and Gender,15 Female,810,Radiology,5285
2324,First Attendances by Age and Gender,15 Female,822,Chemical Pathology,4
2324,First Attendances by Age and Gender,15 Female,823,Haematology,34
2324,First Attendances by Age and Gender,15 Female,824,Histopathology,1
2324,First Attendances by Age and Gender,15 Female,830,Immunopathology,1
2324,First Attendances by Age and Gender,15 Female,900,Community Medicine,325
2324,First Attendances by Age and Gender,15 Female,901,Occupational Medicine,90
2324,First Attendances by Age and Gender,15 Female,902,Community Health Services Dental,8
2324,First Attendances by Age and Gender,15 Female,903,Public Health Medicine,4
2324,First Attendances by Age and Gender,15 Female,950,Nursing episode,3777
2324,First Attendances by Age and Gender,15 Female,960,Allied Health Professional Episode,11704
2324,First Attendances by Age and Gender,15 Female,990,Joint Consultant Clinics (Retired 1 April 2004),1
2324,First Attendances by Age and Gender,15 Male,100,General Surgery,1047
2324,First Attendances by Age and Gender,15 Male,101,Urology,1197
2324,First Attendances by Age and Gender,15 Male,107,Vascular Surgery,9
2324,First Attendances by Age and Gender,15 Male,110,Trauma & Orthopaedics,24353
2324,First Attendances by Age and Gender,15 Male,120,"Ear, Nose & Throat (ENT)",5138
2324,First Attendances by Age and Gender,15 Male,130,Ophthalmology,4082
2324,First Attendances by Age and Gender,15 Male,140,Oral Surgery,1640
2324,First Attendances by Age and Gender,15 Male,141,Restorative Dentistry,198
2324,First Attendances by Age and Gender,15 Male,142,Paediatric Dentistry,652
2324,First Attendances by Age and Gender,15 Male,143,Orthodontics,2683
2324,First Attendances by Age and Gender,15 Male,145,Oral & Maxillo Facial Surgery,1314
2324,First Attendances by Age and Gender,15 Male,150,Neurosurgery,248
2324,First Attendances by Age and Gender,15 Male,160,Plastic Surgery,2405
2324,First Attendances by Age and Gender,15 Male,170,Cardiothoracic Surgery,186
2324,First Attendances by Age and Gender,15 Male,171,Paediatric Surgery,1855
2324,First Attendances by Age and Gender,15 Male,180,Accident & Emergency (A&E),744
2324,First Attendances by Age and Gender,15 Male,190,Anaesthetics,359
2324,First Attendances by Age and Gender,15 Male,192,Critical Care Medicine,15
2324,First Attendances by Age and Gender,15 Male,300,General Medicine,856
2324,First Attendances by Age and Gender,15 Male,301,Gastroenterology,324
2324,First Attendances by Age and Gender,15 Male,302,Endocrinology,272
2324,First Attendances by Age and Gender,15 Male,303,Clinical Haematology,151
2324,First Attendances by Age and Gender,15 Male,304,Clinical Physiology,137
2324,First Attendances by Age and Gender,15 Male,310,Audiological Medicine,413
2324,First Attendances by Age and Gender,15 Male,311,Clinical Genetics,343
2324,First Attendances by Age and Gender,15 Male,313,Clinical Immunology & Allergy,90
2324,First Attendances by Age and Gender,15 Male,314,Rehabilitation,141
2324,First Attendances by Age and Gender,15 Male,315,Palliative Medicine,7
2324,First Attendances by Age and Gender,15 Male,317,Allergy,33
2324,First Attendances by Age and Gender,15 Male,320,Cardiology,960
2324,First Attendances by Age and Gender,15 Male,321,Paediatric Cardiology,815
2324,First Attendances by Age and Gender,15 Male,325,Sports & Exercise Medicine,24
2324,First Attendances by Age and Gender,15 Male,326,Acute Internal Medicine,11
2324,First Attendances by Age and Gender,15 Male,330,Dermatology,3691
2324,First Attendances by Age and Gender,15 Male,340,Respiratory Medicine (Thoracic Medicine),228
2324,First Attendances by Age and Gender,15 Male,350,Infectious Diseases,33
2324,First Attendances by Age and Gender,15 Male,360,Genitourinary Medicine,36
2324,First Attendances by Age and Gender,15 Male,361,Nephrology,141
2324,First Attendances by Age and Gender,15 Male,370,Medical Oncology,55
2324,First Attendances by Age and Gender,15 Male,371,Nuclear Medicine,6
2324,First Attendances by Age and Gender,15 Male,400,Neurology,215
2324,First Attendances by Age and Gender,15 Male,401,Clinical Neuro-physiology,499
2324,First Attendances by Age and Gender,15 Male,410,Rheumatology,230
2324,First Attendances by Age and Gender,15 Male,420,Paediatrics,19593
2324,First Attendances by Age and Gender,15 Male,421,Paediatric Neurology,461
2324,First Attendances by Age and Gender,15 Male,450,Dental Medicine Specialties,89
2324,First Attendances by Age and Gender,15 Male,451,Special Care Dentistry,16
2324,First Attendances by Age and Gender,15 Male,460,Medical Ophthalmology,57
2324,First Attendances by Age and Gender,15 Male,501,Obstetrics,3
2324,First Attendances by Age and Gender,15 Male,502,Gynaecology,55
2324,First Attendances by Age and Gender,15 Male,560,Midwife episode,3
2324,First Attendances by Age and Gender,15 Male,600,General Medical Practice,56
2324,First Attendances by Age and Gender,15 Male,601,General Dental Practice,24
2324,First Attendances by Age and Gender,15 Male,700,Learning Disability (previously MH),50
2324,First Attendances by Age and Gender,15 Male,710,Adult Mental Illness,373
2324,First Attendances by Age and Gender,15 Male,711,Child & Adolescent Psychiatry,2653
2324,First Attendances by Age and Gender,15 Male,712,Forensic Psychiatry,28
2324,First Attendances by Age and Gender,15 Male,713,Psychotherapy,20
2324,First Attendances by Age and Gender,15 Male,715,Old Age Psychiatry,6
2324,First Attendances by Age and Gender,15 Male,800,Clinical Oncology (previously Radiotherapy),9
2324,First Attendances by Age and Gender,15 Male,810,Radiology,4958
2324,First Attendances by Age and Gender,15 Male,820,General Pathology,2
2324,First Attendances by Age and Gender,15 Male,822,Chemical Pathology,7
2324,First Attendances by Age and Gender,15 Male,823,Haematology,22
2324,First Attendances by Age and Gender,15 Male,830,Immunopathology,1
2324,First Attendances by Age and Gender,15 Male,831,Medical Microbiology & Virology,1
2324,First Attendances by Age and Gender,15 Male,900,Community Medicine,356
2324,First Attendances by Age and Gender,15 Male,901,Occupational Medicine,105
2324,First Attendances by Age and Gender,15 Male,902,Community Health Services Dental,7
2324,First Attendances by Age and Gender,15 Male,903,Public Health Medicine,10
2324,First Attendances by Age and Gender,15 Male,950,Nursing episode,3378
2324,First Attendances by Age and Gender,15 Male,960,Allied Health Professional Episode,12694
2324,First Attendances by Age and Gender,15 Male,990,Joint Consultant Clinics (Retired 1 April 2004),3
2324,First Attendances by Age and Gender,16 All Genders,100,General Surgery,4892
2324,First Attendances by Age and Gender,16 All Genders,101,Urology,2499
2324,First Attendances by Age and Gender,16 All Genders,107,Vascular Surgery,18
2324,First Attendances by Age and Gender,16 All Genders,110,Trauma & Orthopaedics,26505
2324,First Attendances by Age and Gender,16 All Genders,120,"Ear, Nose & Throat (ENT)",9093
2324,First Attendances by Age and Gender,16 All Genders,130,Ophthalmology,8120
2324,First Attendances by Age and Gender,16 All Genders,140,Oral Surgery,3846
2324,First Attendances by Age and Gender,16 All Genders,141,Restorative Dentistry,747
2324,First Attendances by Age and Gender,16 All Genders,142,Paediatric Dentistry,352
2324,First Attendances by Age and Gender,16 All Genders,143,Orthodontics,4816
2324,First Attendances by Age and Gender,16 All Genders,145,Oral & Maxillo Facial Surgery,2686
2324,First Attendances by Age and Gender,16 All Genders,146,Endodontics,17
2324,First Attendances by Age and Gender,16 All Genders,147,Periodontics,4
2324,First Attendances by Age and Gender,16 All Genders,148,Prosthodontics,9
2324,First Attendances by Age and Gender,16 All Genders,149,Surgical Dentistry,1
2324,First Attendances by Age and Gender,16 All Genders,150,Neurosurgery,606
2324,First Attendances by Age and Gender,16 All Genders,160,Plastic Surgery,3195
2324,First Attendances by Age and Gender,16 All Genders,170,Cardiothoracic Surgery,266
2324,First Attendances by Age and Gender,16 All Genders,171,Paediatric Surgery,1147
2324,First Attendances by Age and Gender,16 All Genders,180,Accident & Emergency (A&E),1083
2324,First Attendances by Age and Gender,16 All Genders,190,Anaesthetics,1479
2324,First Attendances by Age and Gender,16 All Genders,192,Critical Care Medicine,23
2324,First Attendances by Age and Gender,16 All Genders,300,General Medicine,3503
2324,First Attendances by Age and Gender,16 All Genders,301,Gastroenterology,2253
2324,First Attendances by Age and Gender,16 All Genders,302,Endocrinology,1102
2324,First Attendances by Age and Gender,16 All Genders,303,Clinical Haematology,903
2324,First Attendances by Age and Gender,16 All Genders,304,Clinical Physiology,505
2324,First Attendances by Age and Gender,16 All Genders,305,Clinical Pharmacology,7
2324,First Attendances by Age and Gender,16 All Genders,310,Audiological Medicine,899
2324,First Attendances by Age and Gender,16 All Genders,311,Clinical Genetics,755
2324,First Attendances by Age and Gender,16 All Genders,313,Clinical Immunology & Allergy,387
2324,First Attendances by Age and Gender,16 All Genders,314,Rehabilitation,425
2324,First Attendances by Age and Gender,16 All Genders,315,Palliative Medicine,21
2324,First Attendances by Age and Gender,16 All Genders,317,Allergy,132
2324,First Attendances by Age and Gender,16 All Genders,320,Cardiology,4285
2324,First Attendances by Age and Gender,16 All Genders,321,Paediatric Cardiology,959
2324,First Attendances by Age and Gender,16 All Genders,325,Sports & Exercise Medicine,59
2324,First Attendances by Age and Gender,16 All Genders,326,Acute Internal Medicine,268
2324,First Attendances by Age and Gender,16 All Genders,330,Dermatology,8378
2324,First Attendances by Age and Gender,16 All Genders,340,Respiratory Medicine (Thoracic Medicine),1516
2324,First Attendances by Age and Gender,16 All Genders,350,Infectious Diseases,184
2324,First Attendances by Age and Gender,16 All Genders,352,Tropical Medicine,2
2324,First Attendances by Age and Gender,16 All Genders,360,Genitourinary Medicine,116
2324,First Attendances by Age and Gender,16 All Genders,361,Nephrology,444
2324,First Attendances by Age and Gender,16 All Genders,370,Medical Oncology,182
2324,First Attendances by Age and Gender,16 All Genders,371,Nuclear Medicine,23
2324,First Attendances by Age and Gender,16 All Genders,400,Neurology,3524
2324,First Attendances by Age and Gender,16 All Genders,401,Clinical Neuro-physiology,974
2324,First Attendances by Age and Gender,16 All Genders,410,Rheumatology,1352
2324,First Attendances by Age and Gender,16 All Genders,420,Paediatrics,20473
2324,First Attendances by Age and Gender,16 All Genders,421,Paediatric Neurology,542
2324,First Attendances by Age and Gender,16 All Genders,430,Geriatric Medicine,65
2324,First Attendances by Age and Gender,16 All Genders,450,Dental Medicine Specialties,290
2324,First Attendances by Age and Gender,16 All Genders,451,Special Care Dentistry,62
2324,First Attendances by Age and Gender,16 All Genders,460,Medical Ophthalmology,113
2324,First Attendances by Age and Gender,16 All Genders,501,Obstetrics,1927
2324,First Attendances by Age and Gender,16 All Genders,502,Gynaecology,4224
2324,First Attendances by Age and Gender,16 All Genders,504,Community Sexual & Reproductive Health,2
2324,First Attendances by Age and Gender,16 All Genders,560,Midwife episode,1212
2324,First Attendances by Age and Gender,16 All Genders,600,General Medical Practice,264
2324,First Attendances by Age and Gender,16 All Genders,601,General Dental Practice,132
2324,First Attendances by Age and Gender,16 All Genders,700,Learning Disability (previously MH),81
2324,First Attendances by Age and Gender,16 All Genders,710,Adult Mental Illness,1060
2324,First Attendances by Age and Gender,16 All Genders,711,Child & Adolescent Psychiatry,6448
2324,First Attendances by Age and Gender,16 All Genders,712,Forensic Psychiatry,35
2324,First Attendances by Age and Gender,16 All Genders,713,Psychotherapy,37
2324,First Attendances by Age and Gender,16 All Genders,715,Old Age Psychiatry,13
2324,First Attendances by Age and Gender,16 All Genders,800,Clinical Oncology (previously Radiotherapy),63
